river,bank,kp,mechanism,scenario,stage_m_msl,p_f
Satsunai,left,3.2,fluvial_scour,plus4K,33.6,0.0007
Satsunai,left,3.2,fluvial_scour,plus4K,33.8,0.0018
Satsunai,left,3.2,fluvial_scour,plus4K,34,0.0039
Satsunai,left,3.2,fluvial_scour,plus4K,34.2,0.0069
Satsunai,left,3.2,fluvial_scour,plus4K,34.4,0.0101
Satsunai,left,3.2,fluvial_scour,plus4K,34.6,0.0152
Satsunai,left,3.2,fluvial_scour,plus4K,34.8,0.0207
Satsunai,left,3.2,fluvial_scour,plus4K,35,0.0314
Satsunai,left,3.2,fluvial_scour,plus4K,35.2,0.0418
Satsunai,left,3.2,fluvial_scour,plus4K,35.4,0.0544
Satsunai,left,3.2,fluvial_scour,plus4K,35.6,0.0689
Satsunai,left,3.2,fluvial_scour,plus4K,35.8,0.0894
Satsunai,left,3.2,fluvial_scour,plus4K,36,0.1107
Satsunai,left,3.2,fluvial_scour,plus4K,36.2,0.1378
Satsunai,left,3.2,fluvial_scour,plus4K,36.4,0.1598
Satsunai,left,3.2,fluvial_scour,plus4K,36.6,0.181
Satsunai,left,3.2,fluvial_scour,plus4K,36.8,0.197
Satsunai,left,3.2,fluvial_scour,plus4K,37,0.2103
Satsunai,left,3.2,fluvial_scour,plus4K,37.2,0.2227
Satsunai,left,3.2,fluvial_scour,plus4K,37.4,0.2386
Satsunai,left,3.2,fluvial_scour,plus4K,37.6,0.2522
Satsunai,left,3.2,fluvial_scour,plus4K,37.8,0.2681
Satsunai,left,3.2,fluvial_scour,plus4K,38,0.286
Satsunai,left,3.2,fluvial_scour,plus4K,38.2,0.3037
Satsunai,left,3.2,fluvial_scour,plus4K,38.4,0.3174
Satsunai,left,3.2,fluvial_scour,plus4K,38.6,0.3282
Satsunai,left,3.2,fluvial_scour,plus4K,38.8,0.3349
Satsunai,left,3.2,fluvial_scour,plus4K,39,0.3412
Satsunai,left,3.2,fluvial_scour,plus4K,39.2,0.349
Satsunai,left,3.2,fluvial_scour,plus4K,39.4,0.3536
Satsunai,left,3.2,fluvial_scour,plus4K,39.6,0.3592
Satsunai,left,3.2,fluvial_scour,plus4K,39.8,0.3657
Satsunai,left,3.2,fluvial_scour,plus4K,40,0.3702
Satsunai,left,3.2,fluvial_scour,plus4K,40.2,0.3748
Satsunai,left,3.4,fluvial_scour,historical,33.4,0
Satsunai,left,3.4,fluvial_scour,historical,33.6,0
Satsunai,left,3.4,fluvial_scour,historical,33.8,0
Satsunai,left,3.4,fluvial_scour,historical,34,0
Satsunai,left,3.4,fluvial_scour,historical,34.2,0
Satsunai,left,3.4,fluvial_scour,historical,34.4,0
Satsunai,left,3.4,fluvial_scour,historical,34.6,0
Satsunai,left,3.4,fluvial_scour,historical,34.8,0
Satsunai,left,3.4,fluvial_scour,historical,35,0.003
Satsunai,left,3.4,fluvial_scour,historical,35.2,0.0065
Satsunai,left,3.4,fluvial_scour,historical,35.4,0.0111
Satsunai,left,3.4,fluvial_scour,historical,35.6,0.017
Satsunai,left,3.4,fluvial_scour,historical,35.8,0.0252
Satsunai,left,3.4,fluvial_scour,historical,36,0.0365
Satsunai,left,3.4,fluvial_scour,historical,36.2,0.0479
Satsunai,left,3.4,fluvial_scour,historical,36.4,0.0658
Satsunai,left,3.4,fluvial_scour,historical,36.6,0.0869
Satsunai,left,3.4,fluvial_scour,historical,36.8,0.111
Satsunai,left,3.4,fluvial_scour,historical,37,0.1329
Satsunai,left,3.4,fluvial_scour,historical,37.2,0.1499
Satsunai,left,3.4,fluvial_scour,historical,37.4,0.1661
Satsunai,left,3.4,fluvial_scour,historical,37.6,0.1793
Satsunai,left,3.4,fluvial_scour,historical,37.8,0.1919
Satsunai,left,3.4,fluvial_scour,historical,38,0.2024
Satsunai,left,3.4,fluvial_scour,historical,38.2,0.2136
Satsunai,left,3.4,fluvial_scour,historical,38.4,0.2261
Satsunai,left,3.4,fluvial_scour,historical,38.6,0.2402
Satsunai,left,3.4,fluvial_scour,historical,38.8,0.2577
Satsunai,left,3.4,fluvial_scour,historical,39,0.2739
Satsunai,left,3.4,fluvial_scour,historical,39.2,0.288
Satsunai,left,3.4,fluvial_scour,historical,39.4,0.3004
Satsunai,left,3.4,fluvial_scour,historical,39.6,0.3065
Satsunai,left,3.4,fluvial_scour,historical,39.8,0.3152
Satsunai,left,3.4,fluvial_scour,historical,40,0.3206
Satsunai,left,3.4,fluvial_scour,historical,40.2,0.3256
Satsunai,left,3.4,fluvial_scour,historical,40.4,0.3313
Satsunai,left,3.4,fluvial_scour,plus4K,33.4,0
Satsunai,left,3.4,fluvial_scour,plus4K,33.6,0
Satsunai,left,3.4,fluvial_scour,plus4K,33.8,0
Satsunai,left,3.4,fluvial_scour,plus4K,34,0
Satsunai,left,3.4,fluvial_scour,plus4K,34.2,0
Satsunai,left,3.4,fluvial_scour,plus4K,34.4,0
Satsunai,left,3.4,fluvial_scour,plus4K,34.6,0
Satsunai,left,3.4,fluvial_scour,plus4K,34.8,0
Satsunai,left,3.4,fluvial_scour,plus4K,35,0.003
Satsunai,left,3.4,fluvial_scour,plus4K,35.2,0.0065
Satsunai,left,3.4,fluvial_scour,plus4K,35.4,0.0111
Satsunai,left,3.4,fluvial_scour,plus4K,35.6,0.017
Satsunai,left,3.4,fluvial_scour,plus4K,35.8,0.0252
Satsunai,left,3.4,fluvial_scour,plus4K,36,0.0365
Satsunai,left,3.4,fluvial_scour,plus4K,36.2,0.0479
Satsunai,left,3.4,fluvial_scour,plus4K,36.4,0.0658
Satsunai,left,3.4,fluvial_scour,plus4K,36.6,0.0869
Satsunai,left,3.4,fluvial_scour,plus4K,36.8,0.111
Satsunai,left,3.4,fluvial_scour,plus4K,37,0.1329
Satsunai,left,3.4,fluvial_scour,plus4K,37.2,0.1499
Satsunai,left,3.4,fluvial_scour,plus4K,37.4,0.1661
Satsunai,left,3.4,fluvial_scour,plus4K,37.6,0.1793
Satsunai,left,3.4,fluvial_scour,plus4K,37.8,0.1919
Satsunai,left,3.4,fluvial_scour,plus4K,38,0.2024
Satsunai,left,3.4,fluvial_scour,plus4K,38.2,0.2136
Satsunai,left,3.4,fluvial_scour,plus4K,38.4,0.2261
Satsunai,left,3.4,fluvial_scour,plus4K,38.6,0.2402
Satsunai,left,3.4,fluvial_scour,plus4K,38.8,0.2577
Satsunai,left,3.4,fluvial_scour,plus4K,39,0.2739
Satsunai,left,3.4,fluvial_scour,plus4K,39.2,0.288
Satsunai,left,3.4,fluvial_scour,plus4K,39.4,0.3004
Satsunai,left,3.4,fluvial_scour,plus4K,39.6,0.3065
Satsunai,left,3.4,fluvial_scour,plus4K,39.8,0.3152
Satsunai,left,3.4,fluvial_scour,plus4K,40,0.3206
Satsunai,left,3.4,fluvial_scour,plus4K,40.2,0.3256
Satsunai,left,3.4,fluvial_scour,plus4K,40.4,0.3313
Satsunai,left,3.6,fluvial_scour,historical,34,0
Satsunai,left,3.6,fluvial_scour,historical,34.2,0
Satsunai,left,3.6,fluvial_scour,historical,34.4,0
Satsunai,left,3.6,fluvial_scour,historical,34.6,0
Satsunai,left,3.6,fluvial_scour,historical,34.8,0
Satsunai,left,3.6,fluvial_scour,historical,35,0.0001
Satsunai,left,3.6,fluvial_scour,historical,35.2,0.0005
Satsunai,left,3.6,fluvial_scour,historical,35.4,0.0018
Satsunai,left,3.6,fluvial_scour,historical,35.6,0.0034
Satsunai,left,3.6,fluvial_scour,historical,35.8,0.0065
Satsunai,left,3.6,fluvial_scour,historical,36,0.0111
Satsunai,left,3.6,fluvial_scour,historical,36.2,0.0184
Satsunai,left,3.6,fluvial_scour,historical,36.4,0.0276
Satsunai,left,3.6,fluvial_scour,historical,36.6,0.0388
Satsunai,left,3.6,fluvial_scour,historical,36.8,0.0497
Satsunai,left,3.6,fluvial_scour,historical,37,0.0672
Satsunai,left,3.6,fluvial_scour,historical,37.2,0.088
Satsunai,left,3.6,fluvial_scour,historical,37.4,0.1136
Satsunai,left,3.6,fluvial_scour,historical,37.6,0.1348
Satsunai,left,3.6,fluvial_scour,historical,37.8,0.1544
Satsunai,left,3.6,fluvial_scour,historical,38,0.17
Satsunai,left,3.6,fluvial_scour,historical,38.2,0.1848
Satsunai,left,3.6,fluvial_scour,historical,38.4,0.2
Satsunai,left,3.6,fluvial_scour,historical,38.6,0.212
Satsunai,left,3.6,fluvial_scour,historical,38.8,0.227
Satsunai,left,3.6,fluvial_scour,historical,39,0.2383
Satsunai,left,3.6,fluvial_scour,historical,39.2,0.2515
Satsunai,left,3.6,fluvial_scour,historical,39.4,0.2668
Satsunai,left,3.6,fluvial_scour,historical,39.6,0.2815
Satsunai,left,3.6,fluvial_scour,historical,39.8,0.2954
Satsunai,left,3.6,fluvial_scour,historical,40,0.3063
Satsunai,left,3.6,fluvial_scour,historical,40.2,0.3127
Satsunai,left,3.6,fluvial_scour,historical,40.4,0.3225
Satsunai,left,3.6,fluvial_scour,historical,40.6,0.3277
Satsunai,left,3.6,fluvial_scour,historical,40.8,0.3335
Satsunai,left,3.6,fluvial_scour,historical,41,0.3409
Satsunai,left,3.6,fluvial_scour,plus4K,34,0
Satsunai,left,3.6,fluvial_scour,plus4K,34.2,0
Satsunai,left,3.6,fluvial_scour,plus4K,34.4,0
Satsunai,left,3.6,fluvial_scour,plus4K,34.6,0
Satsunai,left,3.6,fluvial_scour,plus4K,34.8,0
Satsunai,left,3.6,fluvial_scour,plus4K,35,0.0001
Satsunai,left,3.6,fluvial_scour,plus4K,35.2,0.0005
Satsunai,left,3.6,fluvial_scour,plus4K,35.4,0.0018
Satsunai,left,3.6,fluvial_scour,plus4K,35.6,0.0034
Satsunai,left,3.6,fluvial_scour,plus4K,35.8,0.0065
Satsunai,left,3.6,fluvial_scour,plus4K,36,0.0111
Satsunai,left,3.6,fluvial_scour,plus4K,36.2,0.0184
Satsunai,left,3.6,fluvial_scour,plus4K,36.4,0.0276
Satsunai,left,3.6,fluvial_scour,plus4K,36.6,0.0388
Satsunai,left,3.6,fluvial_scour,plus4K,36.8,0.0497
Satsunai,left,3.6,fluvial_scour,plus4K,37,0.0672
Satsunai,left,3.6,fluvial_scour,plus4K,37.2,0.088
Satsunai,left,3.6,fluvial_scour,plus4K,37.4,0.1136
Satsunai,left,3.6,fluvial_scour,plus4K,37.6,0.1348
Satsunai,left,3.6,fluvial_scour,plus4K,37.8,0.1544
Satsunai,left,3.6,fluvial_scour,plus4K,38,0.17
Satsunai,left,3.6,fluvial_scour,plus4K,38.2,0.1848
Satsunai,left,3.6,fluvial_scour,plus4K,38.4,0.2
Satsunai,left,3.6,fluvial_scour,plus4K,38.6,0.212
Satsunai,left,3.6,fluvial_scour,plus4K,38.8,0.227
Satsunai,left,3.6,fluvial_scour,plus4K,39,0.2383
Satsunai,left,3.6,fluvial_scour,plus4K,39.2,0.2515
Satsunai,left,3.6,fluvial_scour,plus4K,39.4,0.2668
Satsunai,left,3.6,fluvial_scour,plus4K,39.6,0.2815
Satsunai,left,3.6,fluvial_scour,plus4K,39.8,0.2954
Satsunai,left,3.6,fluvial_scour,plus4K,40,0.3063
Satsunai,left,3.6,fluvial_scour,plus4K,40.2,0.3127
Satsunai,left,3.6,fluvial_scour,plus4K,40.4,0.3225
Satsunai,left,3.6,fluvial_scour,plus4K,40.6,0.3277
Satsunai,left,3.6,fluvial_scour,plus4K,40.8,0.3335
Satsunai,left,3.6,fluvial_scour,plus4K,41,0.3409
Satsunai,left,3.8,fluvial_scour,historical,34.4,0
Satsunai,left,3.8,fluvial_scour,historical,34.6,0
Satsunai,left,3.8,fluvial_scour,historical,34.8,0
Satsunai,left,3.8,fluvial_scour,historical,35,0
Satsunai,left,3.8,fluvial_scour,historical,35.2,0
Satsunai,left,3.8,fluvial_scour,historical,35.4,0.0006
Satsunai,left,3.8,fluvial_scour,historical,35.6,0.0017
Satsunai,left,3.8,fluvial_scour,historical,35.8,0.0036
Satsunai,left,3.8,fluvial_scour,historical,36,0.0065
Satsunai,left,3.8,fluvial_scour,historical,36.2,0.0095
Satsunai,left,3.8,fluvial_scour,historical,36.4,0.0144
Satsunai,left,3.8,fluvial_scour,historical,36.6,0.0199
Satsunai,left,3.8,fluvial_scour,historical,36.8,0.028
Satsunai,left,3.8,fluvial_scour,historical,37,0.0356
Satsunai,left,3.8,fluvial_scour,historical,37.2,0.0456
Satsunai,left,3.8,fluvial_scour,historical,37.4,0.0621
Satsunai,left,3.8,fluvial_scour,historical,37.6,0.0776
Satsunai,left,3.8,fluvial_scour,historical,37.8,0.0998
Satsunai,left,3.8,fluvial_scour,historical,38,0.1236
Satsunai,left,3.8,fluvial_scour,historical,38.2,0.1524
Satsunai,left,3.8,fluvial_scour,historical,38.4,0.1773
Satsunai,left,3.8,fluvial_scour,historical,38.6,0.1985
Satsunai,left,3.8,fluvial_scour,historical,38.8,0.2142
Satsunai,left,3.8,fluvial_scour,historical,39,0.2287
Satsunai,left,3.8,fluvial_scour,historical,39.2,0.2398
Satsunai,left,3.8,fluvial_scour,historical,39.4,0.2574
Satsunai,left,3.8,fluvial_scour,historical,39.6,0.2708
Satsunai,left,3.8,fluvial_scour,historical,39.8,0.2839
Satsunai,left,3.8,fluvial_scour,historical,40,0.3013
Satsunai,left,3.8,fluvial_scour,historical,40.2,0.3195
Satsunai,left,3.8,fluvial_scour,historical,40.4,0.3359
Satsunai,left,3.8,fluvial_scour,historical,40.6,0.3485
Satsunai,left,3.8,fluvial_scour,historical,40.8,0.3564
Satsunai,left,3.8,fluvial_scour,historical,41,0.366
Satsunai,left,3.8,fluvial_scour,historical,41.2,0.3717
Satsunai,left,3.8,fluvial_scour,historical,41.4,0.3775
Satsunai,left,3.8,fluvial_scour,historical,41.6,0.3835
Satsunai,left,3.8,fluvial_scour,historical,41.8,0.3878
Satsunai,left,3.8,fluvial_scour,plus4K,34.4,0
Satsunai,left,3.8,fluvial_scour,plus4K,34.6,0
Satsunai,left,3.8,fluvial_scour,plus4K,34.8,0
Satsunai,left,3.8,fluvial_scour,plus4K,35,0
Satsunai,left,3.8,fluvial_scour,plus4K,35.2,0
Satsunai,left,3.8,fluvial_scour,plus4K,35.4,0.0006
Satsunai,left,3.8,fluvial_scour,plus4K,35.6,0.0017
Satsunai,left,3.8,fluvial_scour,plus4K,35.8,0.0036
Satsunai,left,3.8,fluvial_scour,plus4K,36,0.0065
Satsunai,left,3.8,fluvial_scour,plus4K,36.2,0.0095
Satsunai,left,3.8,fluvial_scour,plus4K,36.4,0.0144
Satsunai,left,3.8,fluvial_scour,plus4K,36.6,0.0199
Satsunai,left,3.8,fluvial_scour,plus4K,36.8,0.028
Satsunai,left,3.8,fluvial_scour,plus4K,37,0.0356
Satsunai,left,3.8,fluvial_scour,plus4K,37.2,0.0456
Satsunai,left,3.8,fluvial_scour,plus4K,37.4,0.0621
Satsunai,left,3.8,fluvial_scour,plus4K,37.6,0.0776
Satsunai,left,3.8,fluvial_scour,plus4K,37.8,0.0998
Satsunai,left,3.8,fluvial_scour,plus4K,38,0.1236
Satsunai,left,3.8,fluvial_scour,plus4K,38.2,0.1524
Satsunai,left,3.8,fluvial_scour,plus4K,38.4,0.1773
Satsunai,left,3.8,fluvial_scour,plus4K,38.6,0.1985
Satsunai,left,3.8,fluvial_scour,plus4K,38.8,0.2142
Satsunai,left,3.8,fluvial_scour,plus4K,39,0.2287
Satsunai,left,3.8,fluvial_scour,plus4K,39.2,0.2398
Satsunai,left,3.8,fluvial_scour,plus4K,39.4,0.2574
Satsunai,left,3.8,fluvial_scour,plus4K,39.6,0.2708
Satsunai,left,3.8,fluvial_scour,plus4K,39.8,0.2839
Satsunai,left,3.8,fluvial_scour,plus4K,40,0.3013
Satsunai,left,3.8,fluvial_scour,plus4K,40.2,0.3195
Satsunai,left,3.8,fluvial_scour,plus4K,40.4,0.3359
Satsunai,left,3.8,fluvial_scour,plus4K,40.6,0.3485
Satsunai,left,3.8,fluvial_scour,plus4K,40.8,0.3564
Satsunai,left,3.8,fluvial_scour,plus4K,41,0.366
Satsunai,left,3.8,fluvial_scour,plus4K,41.2,0.3717
Satsunai,left,3.8,fluvial_scour,plus4K,41.4,0.3775
Satsunai,left,3.8,fluvial_scour,plus4K,41.6,0.3835
Satsunai,left,3.8,fluvial_scour,plus4K,41.8,0.3878
Satsunai,left,4,fluvial_scour,historical,35,0
Satsunai,left,4,fluvial_scour,historical,35.2,0
Satsunai,left,4,fluvial_scour,historical,35.4,0
Satsunai,left,4,fluvial_scour,historical,35.6,0
Satsunai,left,4,fluvial_scour,historical,35.8,0
Satsunai,left,4,fluvial_scour,historical,36,0.0001
Satsunai,left,4,fluvial_scour,historical,36.2,0.0005
Satsunai,left,4,fluvial_scour,historical,36.4,0.002
Satsunai,left,4,fluvial_scour,historical,36.6,0.0035
Satsunai,left,4,fluvial_scour,historical,36.8,0.0064
Satsunai,left,4,fluvial_scour,historical,37,0.0092
Satsunai,left,4,fluvial_scour,historical,37.2,0.0131
Satsunai,left,4,fluvial_scour,historical,37.4,0.0189
Satsunai,left,4,fluvial_scour,historical,37.6,0.0263
Satsunai,left,4,fluvial_scour,historical,37.8,0.0339
Satsunai,left,4,fluvial_scour,historical,38,0.0442
Satsunai,left,4,fluvial_scour,historical,38.2,0.0561
Satsunai,left,4,fluvial_scour,historical,38.4,0.0726
Satsunai,left,4,fluvial_scour,historical,38.6,0.0888
Satsunai,left,4,fluvial_scour,historical,38.8,0.1078
Satsunai,left,4,fluvial_scour,historical,39,0.1252
Satsunai,left,4,fluvial_scour,historical,39.2,0.142
Satsunai,left,4,fluvial_scour,historical,39.4,0.155
Satsunai,left,4,fluvial_scour,historical,39.6,0.1675
Satsunai,left,4,fluvial_scour,historical,39.8,0.1811
Satsunai,left,4,fluvial_scour,historical,40,0.194
Satsunai,left,4,fluvial_scour,historical,40.2,0.209
Satsunai,left,4,fluvial_scour,historical,40.4,0.2242
Satsunai,left,4,fluvial_scour,historical,40.6,0.2366
Satsunai,left,4,fluvial_scour,historical,40.8,0.252
Satsunai,left,4,fluvial_scour,historical,41,0.2663
Satsunai,left,4,fluvial_scour,historical,41.2,0.2799
Satsunai,left,4,fluvial_scour,historical,41.4,0.29
Satsunai,left,4,fluvial_scour,historical,41.6,0.2962
Satsunai,left,4,fluvial_scour,historical,41.8,0.3035
Satsunai,left,4,fluvial_scour,historical,42,0.3094
Satsunai,left,4,fluvial_scour,historical,42.2,0.3136
Satsunai,left,4,fluvial_scour,historical,42.4,0.3206
Satsunai,left,4,fluvial_scour,historical,42.6,0.325
Satsunai,left,4,fluvial_scour,plus4K,35,0
Satsunai,left,4,fluvial_scour,plus4K,35.2,0
Satsunai,left,4,fluvial_scour,plus4K,35.4,0
Satsunai,left,4,fluvial_scour,plus4K,35.6,0
Satsunai,left,4,fluvial_scour,plus4K,35.8,0
Satsunai,left,4,fluvial_scour,plus4K,36,0.0001
Satsunai,left,4,fluvial_scour,plus4K,36.2,0.0005
Satsunai,left,4,fluvial_scour,plus4K,36.4,0.002
Satsunai,left,4,fluvial_scour,plus4K,36.6,0.0035
Satsunai,left,4,fluvial_scour,plus4K,36.8,0.0064
Satsunai,left,4,fluvial_scour,plus4K,37,0.0092
Satsunai,left,4,fluvial_scour,plus4K,37.2,0.0131
Satsunai,left,4,fluvial_scour,plus4K,37.4,0.0189
Satsunai,left,4,fluvial_scour,plus4K,37.6,0.0263
Satsunai,left,4,fluvial_scour,plus4K,37.8,0.0339
Satsunai,left,4,fluvial_scour,plus4K,38,0.0442
Satsunai,left,4,fluvial_scour,plus4K,38.2,0.0561
Satsunai,left,4,fluvial_scour,plus4K,38.4,0.0726
Satsunai,left,4,fluvial_scour,plus4K,38.6,0.0888
Satsunai,left,4,fluvial_scour,plus4K,38.8,0.1078
Satsunai,left,4,fluvial_scour,plus4K,39,0.1252
Satsunai,left,4,fluvial_scour,plus4K,39.2,0.142
Satsunai,left,4,fluvial_scour,plus4K,39.4,0.155
Satsunai,left,4,fluvial_scour,plus4K,39.6,0.1675
Satsunai,left,4,fluvial_scour,plus4K,39.8,0.1811
Satsunai,left,4,fluvial_scour,plus4K,40,0.194
Satsunai,left,4,fluvial_scour,plus4K,40.2,0.209
Satsunai,left,4,fluvial_scour,plus4K,40.4,0.2242
Satsunai,left,4,fluvial_scour,plus4K,40.6,0.2366
Satsunai,left,4,fluvial_scour,plus4K,40.8,0.252
Satsunai,left,4,fluvial_scour,plus4K,41,0.2663
Satsunai,left,4,fluvial_scour,plus4K,41.2,0.2799
Satsunai,left,4,fluvial_scour,plus4K,41.4,0.29
Satsunai,left,4,fluvial_scour,plus4K,41.6,0.2962
Satsunai,left,4,fluvial_scour,plus4K,41.8,0.3035
Satsunai,left,4,fluvial_scour,plus4K,42,0.3094
Satsunai,left,4,fluvial_scour,plus4K,42.2,0.3136
Satsunai,left,4,fluvial_scour,plus4K,42.4,0.3206
Satsunai,left,4,fluvial_scour,plus4K,42.6,0.325
Satsunai,left,4.2,fluvial_scour,historical,35.4,0
Satsunai,left,4.2,fluvial_scour,historical,35.6,0
Satsunai,left,4.2,fluvial_scour,historical,35.8,0
Satsunai,left,4.2,fluvial_scour,historical,36,0
Satsunai,left,4.2,fluvial_scour,historical,36.2,0
Satsunai,left,4.2,fluvial_scour,historical,36.4,0
Satsunai,left,4.2,fluvial_scour,historical,36.6,0
Satsunai,left,4.2,fluvial_scour,historical,36.8,0
Satsunai,left,4.2,fluvial_scour,historical,37,0.0007
Satsunai,left,4.2,fluvial_scour,historical,37.2,0.0017
Satsunai,left,4.2,fluvial_scour,historical,37.4,0.0048
Satsunai,left,4.2,fluvial_scour,historical,37.6,0.0082
Satsunai,left,4.2,fluvial_scour,historical,37.8,0.0265
Satsunai,left,4.2,fluvial_scour,historical,38,0.0355
Satsunai,left,4.2,fluvial_scour,historical,38.2,0.0443
Satsunai,left,4.2,fluvial_scour,historical,38.4,0.0548
Satsunai,left,4.2,fluvial_scour,historical,38.6,0.0669
Satsunai,left,4.2,fluvial_scour,historical,38.8,0.081
Satsunai,left,4.2,fluvial_scour,historical,39,0.1009
Satsunai,left,4.2,fluvial_scour,historical,39.2,0.1246
Satsunai,left,4.2,fluvial_scour,historical,39.4,0.1437
Satsunai,left,4.2,fluvial_scour,historical,39.6,0.1623
Satsunai,left,4.2,fluvial_scour,historical,39.8,0.1784
Satsunai,left,4.2,fluvial_scour,historical,40,0.1915
Satsunai,left,4.2,fluvial_scour,historical,40.2,0.2057
Satsunai,left,4.2,fluvial_scour,historical,40.4,0.2199
Satsunai,left,4.2,fluvial_scour,historical,40.6,0.2327
Satsunai,left,4.2,fluvial_scour,historical,40.8,0.2487
Satsunai,left,4.2,fluvial_scour,historical,41,0.2647
Satsunai,left,4.2,fluvial_scour,historical,41.2,0.2782
Satsunai,left,4.2,fluvial_scour,historical,41.4,0.2945
Satsunai,left,4.2,fluvial_scour,historical,41.6,0.304
Satsunai,left,4.2,fluvial_scour,historical,41.8,0.3112
Satsunai,left,4.2,fluvial_scour,historical,42,0.3209
Satsunai,left,4.2,fluvial_scour,historical,42.2,0.3259
Satsunai,left,4.2,fluvial_scour,historical,42.4,0.3318
Satsunai,left,4.2,fluvial_scour,historical,42.6,0.3388
Satsunai,left,4.2,fluvial_scour,plus4K,35.4,0
Satsunai,left,4.2,fluvial_scour,plus4K,35.6,0
Satsunai,left,4.2,fluvial_scour,plus4K,35.8,0
Satsunai,left,4.2,fluvial_scour,plus4K,36,0
Satsunai,left,4.2,fluvial_scour,plus4K,36.2,0
Satsunai,left,4.2,fluvial_scour,plus4K,36.4,0
Satsunai,left,4.2,fluvial_scour,plus4K,36.6,0
Satsunai,left,4.2,fluvial_scour,plus4K,36.8,0
Satsunai,left,4.2,fluvial_scour,plus4K,37,0.0007
Satsunai,left,4.2,fluvial_scour,plus4K,37.2,0.0017
Satsunai,left,4.2,fluvial_scour,plus4K,37.4,0.0048
Satsunai,left,4.2,fluvial_scour,plus4K,37.6,0.0082
Satsunai,left,4.2,fluvial_scour,plus4K,37.8,0.0265
Satsunai,left,4.2,fluvial_scour,plus4K,38,0.0355
Satsunai,left,4.2,fluvial_scour,plus4K,38.2,0.0443
Satsunai,left,4.2,fluvial_scour,plus4K,38.4,0.0548
Satsunai,left,4.2,fluvial_scour,plus4K,38.6,0.0669
Satsunai,left,4.2,fluvial_scour,plus4K,38.8,0.081
Satsunai,left,4.2,fluvial_scour,plus4K,39,0.1009
Satsunai,left,4.2,fluvial_scour,plus4K,39.2,0.1246
Satsunai,left,4.2,fluvial_scour,plus4K,39.4,0.1437
Satsunai,left,4.2,fluvial_scour,plus4K,39.6,0.1623
Satsunai,left,4.2,fluvial_scour,plus4K,39.8,0.1784
Satsunai,left,4.2,fluvial_scour,plus4K,40,0.1915
Satsunai,left,4.2,fluvial_scour,plus4K,40.2,0.2057
Satsunai,left,4.2,fluvial_scour,plus4K,40.4,0.2199
Satsunai,left,4.2,fluvial_scour,plus4K,40.6,0.2327
